Slope_Angle,Cohesion,Friction_Angle,Nail_Inclination,Nail_Length,Drillhole_Diameter,Factor_of_Safety
90,15,5,20,9,0.150,1.094
90,15,5,20,9,0.175,1.211
90,15,5,20,9,0.200,1.283
90,15,5,20,12,0.125,1.285
90,15,5,20,12,0.150,1.341
90,15,5,20,12,0.175,1.341
90,15,5,20,12,0.200,1.341
90,15,5,20,15,0.125,1.341
90,15,5,20,15,0.150,1.341
90,15,5,20,15,0.175,1.341
90,15,5,20,15,0.200,1.341
90,15,15,5,6,0.125,1.256
90,15,15,5,6,0.150,1.283
90,15,15,5,6,0.175,1.309
90,15,15,5,6,0.200,1.324
90,15,15,5,9,0.125,1.503
90,15,15,5,9,0.150,1.632
90,15,15,5,9,0.175,1.729
90,15,15,5,9,0.200,1.776
90,15,15,5,12,0.125,1.776
90,15,15,5,12,0.150,1.776
90,15,15,5,12,0.175,1.776
90,15,15,5,12,0.200,1.776
90,15,15,5,15,0.125,1.776
90,15,15,5,15,0.150,1.776
90,15,15,5,15,0.175,1.776
90,15,15,5,15,0.200,1.776
90,15,15,10,6,0.125,1.259
90,15,15,10,6,0.150,1.310
90,15,15,10,6,0.175,1.335
90,15,15,10,6,0.200,1.357
90,15,15,10,9,0.125,1.499
90,15,15,10,9,0.150,1.596
90,15,15,10,9,0.175,1.656
90,15,15,10,9,0.200,1.659
90,15,15,10,12,0.125,1.659
90,15,15,10,12,0.150,1.659
90,15,15,10,12,0.175,1.659
90,15,15,10,12,0.200,1.659
90,15,15,10,15,0.125,1.659
90,15,15,10,15,0.150,1.659
90,15,15,10,15,0.175,1.659
90,15,15,10,15,0.200,1.659
90,15,15,15,6,0.125,1.307
90,15,15,15,6,0.150,1.341
90,15,15,15,6,0.175,1.351
90,15,15,15,6,0.200,1.353
90,15,15,15,9,0.125,1.422
90,15,15,15,9,0.150,1.504
90,15,15,15,9,0.175,1.530
90,15,15,15,9,0.200,1.530
90,15,15,15,12,0.125,1.530
90,15,15,15,12,0.150,1.530
90,15,15,15,12,0.175,1.530
90,15,15,15,12,0.200,1.530
90,15,15,15,15,0.125,1.530
90,15,15,15,15,0.150,1.530
90,15,15,15,15,0.175,1.530
90,15,15,15,15,0.200,1.530
90,15,15,20,6,0.125,1.330
90,15,15,20,6,0.150,1.227
90,15,15,20,6,0.175,1.289
90,15,15,20,6,0.200,1.326
90,15,15,20,9,0.125,1.346
90,15,15,20,9,0.150,1.4
90,15,15,20,9,0.175,1.402
90,15,15,20,9,0.200,1.402
90,15,15,20,12,0.125,1.402
90,15,15,20,12,0.150,1.402
90,15,15,20,12,0.175,1.402
90,15,15,20,12,0.200,1.402
90,15,15,20,15,0.125,1.402
90,15,15,20,15,0.150,1.402
90,15,15,20,15,0.175,1.402
90,15,15,20,15,0.200,1.402
90,15,25,5,6,0.125,1.406
90,15,25,5,6,0.150,1.44
90,15,25,5,6,0.175,1.486
90,15,25,5,6,0.200,1.512
90,15,25,5,9,0.125,1.733
90,15,25,5,9,0.150,1.733
90,15,25,5,9,0.175,1.733
90,15,25,5,9,0.200,1.733
90,15,25,5,12,0.125,1.733
90,15,25,5,12,0.150,1.733
90,15,25,5,12,0.175,1.733
90,15,25,5,12,0.200,1.733
90,15,25,5,15,0.125,1.733
90,15,25,5,15,0.150,1.733
90,15,25,5,15,0.175,1.733
90,15,25,5,15,0.200,1.733
90,15,25,10,6,0.125,1.390
90,15,25,10,6,0.150,1.462
90,15,25,10,6,0.175,1.518
90,15,25,10,6,0.200,1.546
90,15,25,10,9,0.125,1.663
90,15,25,10,9,0.150,1.663
90,15,25,10,9,0.175,1.663
90,15,25,10,9,0.200,1.663
90,15,25,10,12,0.125,1.663
90,15,25,10,12,0.150,1.663
90,15,25,10,12,0.175,1.663
90,15,25,10,12,0.200,1.663
90,15,25,10,15,0.125,1.663
90,15,25,10,15,0.150,1.663
90,15,25,10,15,0.175,1.663
90,15,25,10,15,0.200,1.663
90,15,25,15,6,0.125,1.433
90,15,25,15,6,0.150,1.498
90,15,25,15,6,0.175,1.512
90,15,25,15,6,0.200,1.534
90,15,25,15,9,0.125,1.587
90,15,25,15,9,0.150,1.587
90,15,25,15,9,0.175,1.587
90,15,25,15,9,0.200,1.587
90,15,25,15,12,0.125,1.587
90,15,25,15,12,0.150,1.587
90,15,25,15,12,0.175,1.587
90,15,25,15,12,0.200,1.587
90,15,25,15,15,0.125,1.587
90,15,25,15,15,0.150,1.587
90,15,25,15,15,0.175,1.587
90,15,25,15,15,0.200,1.587
90,15,25,20,6,0.125,1.427
90,15,25,20,6,0.150,1.478
90,15,25,20,6,0.175,1.495
90,15,25,20,6,0.200,1.516
90,15,25,20,9,0.125,1.508
90,15,25,20,9,0.150,1.508
90,15,25,20,9,0.175,1.508
90,15,25,20,9,0.200,1.508
90,15,25,20,12,0.125,1.508
90,15,25,20,12,0.150,1.508
90,15,25,20,12,0.175,1.508
90,15,25,20,12,0.200,1.508
90,15,25,20,15,0.125,1.508
90,15,25,20,15,0.150,1.508
90,15,25,20,15,0.175,1.508
90,15,25,20,15,0.200,1.508
90,15,35,5,6,0.125,1.711
90,15,35,5,6,0.150,1.733
90,15,35,5,6,0.175,1.753
90,15,35,5,6,0.200,1.782
90,15,35,5,9,0.125,1.874
90,15,35,5,9,0.150,1.874
90,15,35,5,9,0.175,1.874
90,15,35,5,9,0.200,1.874
90,15,35,5,12,0.125,1.874
90,15,35,5,12,0.150,1.874
90,15,35,5,12,0.175,1.874
90,15,35,5,12,0.200,1.874
90,15,35,5,15,0.125,1.874
90,15,35,5,15,0.150,1.874
90,15,35,5,15,0.175,1.874
90,15,35,5,15,0.200,1.874
90,15,35,10,6,0.125,1.669
90,15,35,10,6,0.150,1.759
90,15,35,10,6,0.175,1.783
90,15,35,10,6,0.200,1.792
90,15,35,10,9,0.125,1.79
90,15,35,10,9,0.150,1.79
90,15,35,10,9,0.175,1.790
90,15,35,10,9,0.200,1.79
90,15,35,10,12,0.125,1.79
90,15,35,10,12,0.150,1.79
90,15,35,10,12,0.175,1.79
90,15,35,10,12,0.200,1.79
90,15,35,10,15,0.125,1.79
90,15,35,10,15,0.150,1.79
90,15,35,10,15,0.175,1.79
90,15,35,10,15,0.200,1.79
90,15,35,15,6,0.125,1.714
90,15,35,15,6,0.150,1.728
90,15,35,15,6,0.175,1.748
90,15,35,15,6,0.200,1.73
90,15,35,15,9,0.125,1.732
90,15,35,15,9,0.150,1.732
90,15,35,15,9,0.175,1.732
90,15,35,15,9,0.200,1.732
90,15,35,15,12,0.125,1.732
90,15,35,15,12,0.150,1.732
90,15,35,15,12,0.175,1.732
90,15,35,15,12,0.200,1.732
90,15,35,15,15,0.125,1.732
90,15,35,15,15,0.150,1.732
90,15,35,15,15,0.175,1.732
90,15,35,15,15,0.200,1.732
90,15,35,20,6,0.125,1.684
90,15,35,20,6,0.150,1.711
90,15,35,20,6,0.175,1.732
90,15,35,20,6,0.200,1.725
90,15,35,20,9,0.125,1.725
90,15,35,20,9,0.150,1.725
90,15,35,20,9,0.175,1.725
90,15,35,20,9,0.200,1.725
90,15,35,20,12,0.125,1.725
90,15,35,20,12,0.150,1.725
90,15,35,20,12,0.175,1.725
90,15,35,20,12,0.200,1.725
90,15,35,20,15,0.125,1.725
90,15,35,20,15,0.150,1.725
90,15,35,20,15,0.175,1.725
90,15,35,20,15,0.200,1.725
90,15,45,5,6,0.125,1.991
90,15,45,5,6,0.150,2.010
90,15,45,5,6,0.175,2.029
90,15,45,5,6,0.200,2.000
90,15,45,5,9,0.125,2.000
90,15,45,5,9,0.150,2.000
90,15,45,5,9,0.175,2.000
90,15,45,5,9,0.200,2.000
90,15,45,5,12,0.125,2.000
90,15,45,5,12,0.150,2.000
90,15,45,5,12,0.175,2.000
90,15,45,5,12,0.200,2.000
90,15,45,5,15,0.125,2.000
90,15,45,5,15,0.150,2.000
90,15,45,5,15,0.175,2.000
90,15,45,5,15,0.200,2.000
90,15,45,10,6,0.125,1.961
90,15,45,10,6,0.150,1.985
90,15,45,10,6,0.175,1.988
90,15,45,10,6,0.200,1.988
90,15,45,10,9,0.125,1.988
90,15,45,10,9,0.150,1.988
90,15,45,10,9,0.175,1.988
90,15,45,10,9,0.200,1.988
90,15,45,10,12,0.125,1.988
90,15,45,10,12,0.150,1.988
90,15,45,10,12,0.175,1.988
90,15,45,10,12,0.200,1.988
90,15,45,10,15,0.125,1.988
90,15,45,10,15,0.150,1.988
90,15,45,10,15,0.175,1.988
90,15,45,10,15,0.200,1.988
90,15,45,15,6,0.125,1.928
90,15,45,15,6,0.150,1.931
90,15,45,15,6,0.175,1.931
90,15,45,15,6,0.200,1.931
90,15,45,15,9,0.125,1.931
90,15,45,15,9,0.150,1.931
90,15,45,15,9,0.175,1.931
90,15,45,15,9,0.200,1.931
90,15,45,15,12,0.125,1.931
90,15,45,15,12,0.150,1.931
90,15,45,15,12,0.175,1.931
90,15,45,15,12,0.200,1.931
90,15,45,15,15,0.125,1.931
90,15,45,15,15,0.150,1.931
90,15,45,15,15,0.175,1.931
90,15,45,15,15,0.200,1.931
90,15,45,20,6,0.125,1.879
90,15,45,20,6,0.150,1.879
90,15,45,20,6,0.175,1.879
90,15,45,20,6,0.200,1.879
90,15,45,20,9,0.125,1.879
90,15,45,20,9,0.150,1.879
90,15,45,20,9,0.175,1.879
90,15,45,20,9,0.200,1.879
90,15,45,20,12,0.125,1.879
90,15,45,20,12,0.150,1.879
90,15,45,20,12,0.175,1.879
90,15,45,20,12,0.200,1.879
90,15,45,20,15,0.125,1.879
90,15,45,20,15,0.150,1.879
90,15,45,20,15,0.175,1.879
90,15,45,20,15,0.200,1.879
90,20,5,5,6,0.125,0.941
90,20,5,5,6,0.150,0.956
90,20,5,5,6,0.175,0.972
90,20,5,5,6,0.200,1.026
90,20,5,5,9,0.125,1.195
90,20,5,5,9,0.150,1.238
90,20,5,5,9,0.175,1.246
90,20,5,5,9,0.200,1.247
90,20,5,5,12,0.125,1.364
90,20,5,5,12,0.150,1.371
90,20,5,5,12,0.175,1.378
90,20,5,5,12,0.200,1.382
90,20,5,5,15,0.125,1.515
90,20,5,5,15,0.150,1.528
90,20,5,5,15,0.175,1.538
90,20,5,5,15,0.200,1.545
90,20,5,10,6,0.125,0.968
90,20,5,10,6,0.150,1.002
90,20,5,10,6,0.175,1.036
90,20,5,10,6,0.200,1.086
90,20,5,10,9,0.125,1.256
90,20,5,10,9,0.150,1.266
90,20,5,10,9,0.175,1.270
90,20,5,10,9,0.200,1.272
90,20,5,10,12,0.125,1.399
90,20,5,10,12,0.150,1.409
90,20,5,10,12,0.175,1.419
90,20,5,10,12,0.200,1.427
90,20,5,10,15,0.125,1.573
90,20,5,10,15,0.150,1.591
90,20,5,10,15,0.175,1.610
90,20,5,10,15,0.200,1.623
90,20,5,15,6,0.125,0.983
90,20,5,15,6,0.150,1.033
90,20,5,15,6,0.175,1.099
90,20,5,15,6,0.200,1.148
90,20,5,15,9,0.125,1.280
90,20,5,15,9,0.150,1.286
90,20,5,15,9,0.175,1.292
90,20,5,15,9,0.200,1.299
90,20,5,15,12,0.125,1.435
90,20,5,15,12,0.150,1.453
90,20,5,15,12,0.175,1.466
90,20,5,15,12,0.200,1.477
90,20,5,15,15,0.125,1.634
90,20,5,15,15,0.150,1.658
90,20,5,15,15,0.175,1.680
90,20,5,15,15,0.200,1.699
90,20,5,20,6,0.125,0.999
90,20,5,20,6,0.150,1.062
90,20,5,20,6,0.175,1.105
90,20,5,20,6,0.200,1.062
90,20,5,20,9,0.125,1.227
90,20,5,20,9,0.150,1.309
90,20,5,20,9,0.175,1.319
90,20,5,20,9,0.200,1.325
90,20,5,20,12,0.125,1.467
90,20,5,20,12,0.150,1.496
90,20,5,20,12,0.175,1.515
90,20,5,20,12,0.200,1.529
90,20,5,20,15,0.125,1.675
90,20,5,20,15,0.150,1.732
90,20,5,20,15,0.175,1.744
90,20,5,20,15,0.200,1.744
90,20,15,5,6,0.125,1.294
90,20,15,5,6,0.150,1.36
90,20,15,5,6,0.175,1.409
90,20,15,5,6,0.200,1.369
90,20,15,5,9,0.125,1.713
90,20,15,5,9,0.150,1.783
90,20,15,5,9,0.175,1.803
90,20,15,5,9,0.200,1.824
90,20,15,5,12,0.125,2.047
90,20,15,5,12,0.150,2.084
90,20,15,5,12,0.175,2.097
90,20,15,5,12,0.200,2.108
90,20,15,5,15,0.125,2.252
90,20,15,5,15,0.150,2.252
90,20,15,5,15,0.175,2.252
90,20,15,5,15,0.200,2.252
90,20,15,10,6,0.125,1.328
90,20,15,10,6,0.150,1.390
90,20,15,10,6,0.175,1.449
90,20,15,10,6,0.200,1.447
90,20,15,10,9,0.125,1.802
90,20,15,10,9,0.150,1.831
90,20,15,10,9,0.175,1.854
90,20,15,10,9,0.200,1.876
90,20,15,10,12,0.125,2.105
90,20,15,10,12,0.150,2.105
90,20,15,10,12,0.175,2.105
90,20,15,10,12,0.200,2.105
90,20,15,10,15,0.125,2.105
90,20,15,10,15,0.150,2.105
90,20,15,10,15,0.175,2.105
90,20,15,10,15,0.200,2.105
90,20,15,15,6,0.125,1.367
90,20,15,15,6,0.150,1.449
90,20,15,15,6,0.175,1.483
90,20,15,15,6,0.200,1.505
90,20,15,15,9,0.125,1.738
90,20,15,15,9,0.150,1.860
90,20,15,15,9,0.175,1.905
90,20,15,15,9,0.200,1.932
90,20,15,15,12,0.125,1.947
90,20,15,15,12,0.150,1.947
90,20,15,15,12,0.175,1.947
90,20,15,15,12,0.200,1.947
90,20,15,15,15,0.125,1.947
90,20,15,15,15,0.150,1.947
90,20,15,15,15,0.175,1.947
90,20,15,15,15,0.200,1.947
90,20,15,20,6,0.125,1.447
90,20,15,20,6,0.150,1.487
90,20,15,20,6,0.175,1.504
90,20,15,20,6,0.200,1.535
90,20,15,20,9,0.125,1.67
90,20,15,20,9,0.150,1.751
90,20,15,20,9,0.175,1.791
90,20,15,20,9,0.200,1.791
90,20,15,20,12,0.125,1.791
90,20,15,20,12,0.150,1.791
90,20,15,20,12,0.175,1.791
90,20,15,20,12,0.200,1.791
90,20,15,20,15,0.125,1.791
90,20,15,20,15,0.150,1.791
90,20,15,20,15,0.175,1.791
90,20,15,20,15,0.200,1.791
90,20,25,5,6,0.125,1.169
90,20,25,5,6,0.150,1.231
90,20,25,5,6,0.175,1.273
90,20,25,5,6,0.200,1.3
90,20,25,5,9,0.125,1.410
90,20,25,5,9,0.150,1.410
90,20,25,5,9,0.175,1.410
90,20,25,5,9,0.200,1.410
90,20,25,5,12,0.125,1.410
90,20,25,5,12,0.150,1.410
90,20,25,5,12,0.175,1.410
90,20,25,5,12,0.200,1.410
90,20,25,5,15,0.125,1.410
90,20,25,5,15,0.150,1.410
90,20,25,5,15,0.175,1.410
90,20,25,5,15,0.200,1.410
90,20,25,10,6,0.125,1.168
90,20,25,10,6,0.150,1.229
90,20,25,10,6,0.175,1.285
90,20,25,10,6,0.200,1.312
90,20,25,10,9,0.125,1.349
90,20,25,10,9,0.150,1.349
90,20,25,10,9,0.175,1.349
90,20,25,10,9,0.200,1.349
90,20,25,10,12,0.125,1.349
90,20,25,10,12,0.150,1.349
90,20,25,10,12,0.175,1.349
90,20,25,10,12,0.200,1.349
90,20,25,10,15,0.125,1.349
90,20,25,10,15,0.150,1.349
90,20,25,10,15,0.175,1.349
90,20,25,10,15,0.200,1.349
90,20,25,15,6,0.125,1.149
90,20,25,15,6,0.150,1.201
90,20,25,15,6,0.175,1.243
90,20,25,15,6,0.200,1.268
90,20,25,15,9,0.125,1.281
90,20,25,15,9,0.150,1.281
90,20,25,15,9,0.175,1.281
90,20,25,15,9,0.200,1.281
90,20,25,15,12,0.125,1.281
90,20,25,15,12,0.150,1.281
90,20,25,15,12,0.175,1.281
90,20,25,15,12,0.200,1.281
90,20,25,15,15,0.125,1.281
90,20,25,15,15,0.150,1.281
90,20,25,15,15,0.175,1.281
90,20,25,15,15,0.200,1.281
90,20,25,20,6,0.125,1.115
90,20,25,20,6,0.150,1.164
90,20,25,20,6,0.175,1.192
90,20,25,20,6,0.200,1.213
90,20,25,20,9,0.125,1.213
90,20,25,20,9,0.150,1.213
90,20,25,20,9,0.175,1.213
90,20,25,20,9,0.200,1.213
90,20,25,20,12,0.125,1.213
90,20,25,20,12,0.150,1.213
90,20,25,20,12,0.175,1.213
90,20,25,20,12,0.200,1.213
90,20,25,20,15,0.125,1.213
90,20,25,20,15,0.150,1.213
90,20,25,20,15,0.175,1.213
90,20,25,20,15,0.200,1.213
90,20,35,5,6,0.125,1.411
90,20,35,5,6,0.150,1.445
90,20,35,5,6,0.175,1.454
90,20,35,5,6,0.200,1.454
90,20,35,5,9,0.125,1.454
90,20,35,5,9,0.150,1.454
90,20,35,5,9,0.175,1.454
90,20,35,5,9,0.200,1.454
90,20,35,5,12,0.125,1.454
90,20,35,5,12,0.150,1.454
90,20,35,5,12,0.175,1.454
90,20,35,5,12,0.200,1.454
90,20,35,5,15,0.125,1.454
90,20,35,5,15,0.150,1.454
90,20,35,5,15,0.175,1.454
90,20,35,5,15,0.200,1.454
90,20,35,10,6,0.125,1.391
90,20,35,10,6,0.150,1.415
90,20,35,10,6,0.175,1.415
90,20,35,10,6,0.200,1.415
90,20,35,10,9,0.125,1.415
90,20,35,10,9,0.150,1.415
90,20,35,10,9,0.175,1.415
90,20,35,10,9,0.200,1.415
90,20,35,10,12,0.125,1.415
90,20,35,10,12,0.150,1.415
90,20,35,10,12,0.175,1.415
90,20,35,10,12,0.200,1.415
90,20,35,10,15,0.125,1.415
90,20,35,10,15,0.150,1.415
90,20,35,10,15,0.175,1.415
90,20,35,10,15,0.200,1.415
90,20,35,15,6,0.125,1.361
90,20,35,15,6,0.150,1.372
90,20,35,15,6,0.175,1.372
90,20,35,15,6,0.200,1.372
90,20,35,15,9,0.125,1.372
90,20,35,15,9,0.150,1.372
90,20,35,15,9,0.175,1.372
90,20,35,15,9,0.200,1.372
90,20,35,15,12,0.125,1.372
90,20,35,15,12,0.150,1.372
90,20,35,15,12,0.175,1.372
90,20,35,15,12,0.200,1.372
90,20,35,15,15,0.125,1.372
90,20,35,15,15,0.150,1.372
90,20,35,15,15,0.175,1.372
90,20,35,15,15,0.200,1.372
90,20,35,20,6,0.125,1.325
90,20,35,20,6,0.150,1.329
90,20,35,20,6,0.175,1.329
90,20,35,20,6,0.200,1.329
90,20,35,20,9,0.125,1.329
90,20,35,20,9,0.150,1.329
90,20,35,20,9,0.175,1.329
90,20,35,20,9,0.200,1.329
90,20,35,20,12,0.125,1.329
90,20,35,20,12,0.150,1.329
90,20,35,20,12,0.175,1.329
90,20,35,20,12,0.200,1.329
90,20,35,20,15,0.125,1.329
90,20,35,20,15,0.150,1.329
90,20,35,20,15,0.175,1.329
90,20,35,20,15,0.200,1.329
90,20,45,5,6,0.125,1.609
90,20,45,5,6,0.150,1.609
90,20,45,5,6,0.175,1.609
90,20,45,5,6,0.200,1.609
90,20,45,5,9,0.125,1.609
90,20,45,5,9,0.150,1.609
90,20,45,5,9,0.175,1.609
90,20,45,5,9,0.200,1.609
90,20,45,5,12,0.125,1.609
90,20,45,5,12,0.150,1.609
90,20,45,5,12,0.175,1.609
90,20,45,5,12,0.200,1.609
90,20,45,5,15,0.125,1.609
90,20,45,5,15,0.150,1.609
90,20,45,5,15,0.175,1.609
90,20,45,5,15,0.200,1.609
90,20,45,10,6,0.125,1.594
90,20,45,10,6,0.150,1.594
90,20,45,10,6,0.175,1.594
90,20,45,10,6,0.200,1.594
90,20,45,10,9,0.125,1.594
90,20,45,10,9,0.150,1.594
90,20,45,10,9,0.175,1.594
90,20,45,10,9,0.200,1.594
90,20,45,10,12,0.125,1.594
90,20,45,10,12,0.150,1.594
90,20,45,10,12,0.175,1.594
90,20,45,10,12,0.200,1.594
90,20,45,10,15,0.125,1.594
90,20,45,10,15,0.150,1.594
90,20,45,10,15,0.175,1.594
90,20,45,10,15,0.200,1.594
90,20,45,15,6,0.125,1.553
90,20,45,15,6,0.150,1.553
90,20,45,15,6,0.175,1.553
90,20,45,15,6,0.200,1.553
90,20,45,15,9,0.125,1.553
90,20,45,15,9,0.150,1.553
90,20,45,15,9,0.175,1.553
90,20,45,15,9,0.200,1.553
90,20,45,15,12,0.125,1.553
90,20,45,15,12,0.150,1.553
90,20,45,15,12,0.175,1.553
90,20,45,15,12,0.200,1.553
90,20,45,15,15,0.125,1.553
90,20,45,15,15,0.150,1.553
90,20,45,15,15,0.175,1.553
90,20,45,15,15,0.200,1.553
90,20,45,20,6,0.125,1.531
90,20,45,20,6,0.150,1.531
90,20,45,20,6,0.175,1.531
90,20,45,20,6,0.200,1.531
90,20,45,20,9,0.125,1.531
90,20,45,20,9,0.150,1.531
90,20,45,20,9,0.175,1.531
90,20,45,20,9,0.200,1.531
90,20,45,20,12,0.125,1.531
90,20,45,20,12,0.150,1.531
90,20,45,20,12,0.175,1.531
90,20,45,20,12,0.200,1.531
90,20,45,20,15,0.125,1.531
90,20,45,20,15,0.150,1.531
90,20,45,20,15,0.175,1.531
90,20,45,20,15,0.200,1.531
