Slope_Angle,Cohesion,Friction_Angle,Nail_Inclination,Nail_Length,Drillhole_Diameter,Factor_of_Safety
60,0,15,20,15,200,1.561
60,0,25,5,6,125,0.974
60,0,25,5,6,150,0.999
60,0,25,5,6,175,1.013
60,0,25,5,6,200,1.023
60,0,25,5,9,125,1.303
60,0,25,5,9,150,1.365
60,0,25,5,9,175,1.405
60,0,25,5,9,200,1.405
60,0,25,5,12,125,1.619
60,0,25,5,12,150,1.67
60,0,25,5,12,175,1.67
60,0,25,5,12,200,1.67
60,0,25,5,15,125,1.939
60,0,25,5,15,150,1.939
60,0,25,5,15,175,1.939
60,0,25,5,15,200,1.939
60,0,25,10,6,125,1.005
60,0,25,10,6,150,1.044
60,0,25,10,6,175,1.062
60,0,25,10,6,200,1.077
60,0,25,10,9,125,1.335
60,0,25,10,9,150,1.412
60,0,25,10,9,175,1.421
60,0,25,10,9,200,1.421
60,0,25,10,12,125,1.655
60,0,25,10,12,150,1.692
60,0,25,10,12,175,1.692
60,0,25,10,12,200,1.692
60,0,25,10,15,125,1.974
60,0,25,10,15,150,1.974
60,0,25,10,15,175,1.974
60,0,25,10,15,200,1.974
60,0,25,15,6,125,1.026
60,0,25,15,6,150,1.076
60,0,25,15,6,175,1.107
60,0,25,15,6,200,1.118
60,0,25,15,9,125,1.358
60,0,25,15,9,150,1.421
60,0,25,15,9,175,1.421
60,0,25,15,9,200,1.421
60,0,25,15,12,125,1.676
60,0,25,15,12,150,1.689
60,0,25,15,12,175,1.689
60,0,25,15,12,200,1.689
60,0,25,15,15,125,1.977
60,0,25,15,15,150,1.977
60,0,25,15,15,175,1.977
60,0,25,15,15,200,1.977
60,0,25,20,6,125,1.039
60,0,25,20,6,150,1.089
60,0,25,20,6,175,1.089
60,0,25,20,6,200,1.089
60,0,25,20,9,125,1.373
60,0,25,20,9,150,1.399
60,0,25,20,9,175,1.399
60,0,25,20,9,200,1.399
60,0,25,20,12,125,1.667
60,0,25,20,12,150,1.667
60,0,25,20,12,175,1.667
60,0,25,20,12,200,1.667
60,0,25,20,15,125,1.955
60,0,25,20,15,150,1.955
60,0,25,20,15,175,1.955
60,0,25,20,15,200,1.955
60,0,35,5,6,125,1.292
60,0,35,5,6,150,1.292
60,0,35,5,6,175,1.292
60,0,35,5,6,200,1.292
60,0,35,5,9,125,1.671
60,0,35,5,9,150,1.671
60,0,35,5,9,175,1.671
60,0,35,5,9,200,1.671
60,0,35,5,12,125,1.964
60,0,35,5,12,150,1.964
60,0,35,5,12,175,1.964
60,0,35,5,12,200,1.964
60,0,35,5,15,125,2.241
60,0,35,5,15,150,2.241
60,0,35,5,15,175,2.241
60,0,35,5,15,200,2.241
60,0,35,10,6,125,1.301
60,0,35,10,6,150,1.301
60,0,35,10,6,175,1.301
60,0,35,10,6,200,1.301
60,0,35,10,9,125,1.689
60,0,35,10,9,150,1.689
60,0,35,10,9,175,1.689
60,0,35,10,9,200,1.689
60,0,35,10,12,125,1.986
60,0,35,10,12,150,1.986
60,0,35,10,12,175,1.986
60,0,35,10,12,200,1.986
60,0,35,10,15,125,2.269
60,0,35,10,15,150,2.269
60,0,35,10,15,175,2.269
60,0,35,10,15,200,2.269
60,0,35,15,6,125,1.297
60,0,35,15,6,150,1.297
60,0,35,15,6,175,1.297
60,0,35,15,6,200,1.297
60,0,35,15,9,125,1.680
60,0,35,15,9,150,1.680
60,0,35,15,9,175,1.680
60,0,35,15,9,200,1.680
60,0,35,15,12,125,1.986
60,0,35,15,12,150,1.986
60,0,35,15,12,175,1.986
60,0,35,15,12,200,1.986
60,0,35,15,15,125,2.273
60,0,35,15,15,150,2.273
60,0,35,15,15,175,2.273
60,0,35,15,15,200,2.273
60,0,35,20,6,125,1.279
60,0,35,20,6,150,1.279
60,0,35,20,6,175,1.279
60,0,35,20,6,200,1.279
60,0,35,20,9,125,1.637
60,0,35,20,9,150,1.637
60,0,35,20,9,175,1.637
60,0,35,20,9,200,1.637
60,0,35,20,12,125,1.969
60,0,35,20,12,150,1.969
60,0,35,20,12,175,1.969
60,0,35,20,12,200,1.969
60,0,35,20,15,125,2.241
60,0,35,20,15,150,2.241
60,0,35,20,15,175,2.241
60,0,35,20,15,200,2.241
60,0,45,5,6,125,1.471
60,0,45,5,6,150,1.471
60,0,45,5,6,175,1.471
60,0,45,5,6,200,1.471
60,0,45,5,9,125,1.793
60,0,45,5,9,150,1.793
60,0,45,5,9,175,1.793
60,0,45,5,9,200,1.793
60,0,45,5,12,125,2.134
60,0,45,5,12,150,2.134
60,0,45,5,12,175,2.134
60,0,45,5,12,200,2.134
60,0,45,5,15,125,2.466
60,0,45,5,15,150,2.466
60,0,45,5,15,175,2.466
60,0,45,5,15,200,2.466
60,0,45,10,6,125,1.481
60,0,45,10,6,150,1.481
60,0,45,10,6,175,1.481
60,0,45,10,6,200,1.481
60,0,45,10,9,125,1.806
60,0,45,10,9,150,1.806
60,0,45,10,9,175,1.806
60,0,45,10,9,200,1.806
60,0,45,10,12,125,2.144
60,0,45,10,12,150,2.144
60,0,45,10,12,175,2.144
60,0,45,10,12,200,2.144
60,0,45,10,15,125,2.494
60,0,45,10,15,150,2.494
60,0,45,10,15,175,2.494
60,0,45,10,15,200,2.494
60,0,45,15,6,125,1.479
60,0,45,15,6,150,1.479
60,0,45,15,6,175,1.479
60,0,45,15,6,200,1.479
60,0,45,15,9,125,1.801
60,0,45,15,9,150,1.801
60,0,45,15,9,175,1.801
60,0,45,15,9,200,1.801
60,0,45,15,12,125,2.128
60,0,45,15,12,150,2.128
60,0,45,15,12,175,2.128
60,0,45,15,12,200,2.128
60,0,45,15,15,125,2.488
60,0,45,15,15,150,2.488
60,0,45,15,15,175,2.488
60,0,45,15,15,200,2.488
60,0,45,20,6,125,1.462
60,0,45,20,6,150,1.462
60,0,45,20,6,175,1.462
60,0,45,20,6,200,1.462
60,0,45,20,9,125,1.778
60,0,45,20,9,150,1.778
60,0,45,20,9,175,1.778
60,0,45,20,9,200,1.778
60,0,45,20,12,125,2.092
60,0,45,20,12,150,2.092
60,0,45,20,12,175,2.092
60,0,45,20,12,200,2.092
60,0,45,20,15,125,2.431
60,0,45,20,15,150,2.431
60,0,45,20,15,175,2.431
60,0,45,20,15,200,2.431
60,5,5,5,6,125,0.417
60,5,5,5,6,150,0.422
60,5,5,5,6,175,0.426
60,5,5,5,6,200,0.429
60,5,5,5,9,125,0.517
60,5,5,5,9,150,0.531
60,5,5,5,9,175,0.544
60,5,5,5,9,200,0.558
60,5,5,5,12,125,0.605
60,5,5,5,12,150,0.640
60,5,5,5,12,175,0.678
60,5,5,5,12,200,0.722
60,5,5,5,15,125,0.714
60,5,5,5,15,150,0.792
60,5,5,5,15,175,0.886
60,5,5,5,15,200,1.004
60,5,5,10,6,125,0.433
60,5,5,10,6,150,0.439
60,5,5,10,6,175,0.445
60,5,5,10,6,200,0.449
60,5,5,10,9,125,0.527
60,5,5,10,9,150,0.542
60,5,5,10,9,175,0.556
60,5,5,10,9,200,0.570
60,5,5,10,12,125,0.613
60,5,5,10,12,150,0.650
60,5,5,10,12,175,0.691
60,5,5,10,12,200,0.737
60,5,5,10,15,125,0.722
60,5,5,10,15,150,0.802
60,5,5,10,15,175,0.899
60,5,5,10,15,200,1.018
60,5,5,15,6,125,0.447
60,5,5,15,6,150,0.455
60,5,5,15,6,175,0.457
60,5,5,15,6,200,0.460
60,5,5,15,9,125,0.534
60,5,5,15,9,150,0.550
60,5,5,15,9,175,0.565
60,5,5,15,9,200,0.580
60,5,5,15,12,125,0.618
60,5,5,15,12,150,0.657
60,5,5,15,12,175,0.700
60,5,5,15,12,200,0.747
60,5,5,15,15,125,0.726
60,5,5,15,15,150,0.805
60,5,5,15,15,175,0.901
60,5,5,15,15,200,1.018
60,5,5,20,6,125,0.459
60,5,5,20,6,150,0.464
60,5,5,20,6,175,0.468
60,5,5,20,6,200,0.470
60,5,5,20,9,125,0.540
60,5,5,20,9,150,0.556
60,5,5,20,9,175,0.575
60,5,5,20,9,200,0.589
60,5,5,20,12,125,0.621
60,5,5,20,12,150,0.660
60,5,5,20,12,175,0.703
60,5,5,20,12,200,0.750
60,5,5,20,15,125,0.724
60,5,5,20,15,150,0.801
60,5,5,20,15,175,0.893
60,5,5,20,15,200,1.005
60,5,15,5,6,125,0.807
60,5,15,5,6,150,0.821
60,5,15,5,6,175,0.834
60,5,15,5,6,200,0.843
60,5,15,5,9,125,1.035
60,5,15,5,9,150,1.069
60,5,15,5,9,175,1.100
60,5,15,5,9,200,1.129
60,5,15,5,12,125,1.233
60,5,15,5,12,150,1.308
60,5,15,5,12,175,1.392
60,5,15,5,12,200,1.485
60,5,15,5,15,125,1.470
60,5,15,5,15,150,1.639
60,5,15,5,15,175,1.846
60,5,15,5,15,200,1.953
60,5,15,10,6,125,0.844
60,5,15,10,6,150,0.860
60,5,15,10,6,175,0.868
60,5,15,10,6,200,0.874
60,5,15,10,9,125,1.060
60,5,15,10,9,150,1.098
60,5,15,10,9,175,1.129
60,5,15,10,9,200,1.162
60,5,15,10,12,125,1.254
60,5,15,10,12,150,1.335
60,5,15,10,12,175,1.425
60,5,15,10,12,200,1.527
60,5,15,10,15,125,1.494
60,5,15,10,15,150,1.670
60,5,15,10,15,175,1.883
60,5,15,10,15,200,1.996
60,5,15,15,6,125,0.872
60,5,15,15,6,150,0.888
60,5,15,15,6,175,0.896
60,5,15,15,6,200,0.903
60,5,15,15,9,125,1.078
60,5,15,15,9,150,1.120
60,5,15,15,9,175,1.154
60,5,15,15,9,200,1.188
60,5,15,15,12,125,1.272
60,5,15,15,12,150,1.357
60,5,15,15,12,175,1.451
60,5,15,15,12,200,1.558
60,5,15,15,15,125,1.510
60,5,15,15,15,150,1.687
60,5,15,15,15,175,1.903
60,5,15,15,15,200,2.005
60,5,15,20,6,125,0.888
60,5,15,20,6,150,0.909
60,5,15,20,6,175,0.921
60,5,15,20,6,200,0.931
60,5,15,20,9,125,1.089
60,5,15,20,9,150,1.136
60,5,15,20,9,175,1.172
60,5,15,20,9,200,1.208
60,5,15,20,12,125,1.282
60,5,15,20,12,150,1.369
60,5,15,20,12,175,1.466
60,5,15,20,12,200,1.575
60,5,15,20,15,125,1.514
60,5,15,20,15,150,1.689
60,5,15,20,15,175,1.899
60,5,15,20,15,200,1.982
60,5,25,5,6,125,1.234
60,5,25,5,6,150,1.262
60,5,25,5,6,175,1.272
60,5,25,5,6,200,1.283
60,5,25,5,9,125,1.595
60,5,25,5,9,150,1.654
60,5,25,5,9,175,1.710
60,5,25,5,9,200,1.757
60,5,25,5,12,125,1.927
60,5,25,5,12,150,2.042
60,5,25,5,12,175,2.049
60,5,25,5,12,200,2.049
60,5,25,5,15,125,2.299
60,5,25,5,15,150,2.322
60,5,25,5,15,175,2.322
60,5,25,5,15,200,2.322
60,5,25,10,6,125,1.291
60,5,25,10,6,150,1.313
60,5,25,10,6,175,1.324
60,5,25,10,6,200,1.335
60,5,25,10,9,125,1.636
60,5,25,10,9,150,1.702
60,5,25,10,9,175,1.758
60,5,25,10,9,200,1.800
60,5,25,10,12,125,1.959
60,5,25,10,12,150,2.070
60,5,25,10,12,175,2.070
60,5,25,10,12,200,2.070
60,5,25,10,15,125,2.342
60,5,25,10,15,150,2.359
60,5,25,10,15,175,2.359
60,5,25,10,15,200,2.359
60,5,25,15,6,125,1.32
60,5,25,15,6,150,1.354
60,5,25,15,6,175,1.373
60,5,25,15,6,200,1.386
60,5,25,15,9,125,1.664
60,5,25,15,9,150,1.740
60,5,25,15,9,175,1.798
60,5,25,15,9,200,1.798
60,5,25,15,12,125,1.989
60,5,25,15,12,150,2.071
60,5,25,15,12,175,2.071
60,5,25,15,12,200,2.071
60,5,25,15,15,125,2.367
60,5,25,15,15,150,2.369
60,5,25,15,15,175,2.369
60,5,25,15,15,200,2.369
60,5,25,20,6,125,1.341
60,5,25,20,6,150,1.386
60,5,25,20,6,175,1.413
60,5,25,20,6,200,1.423
60,5,25,20,9,125,1.684
60,5,25,20,9,150,1.764
60,5,25,20,9,175,1.783
60,5,25,20,9,200,1.783
60,5,25,20,12,125,2.009
60,5,25,20,12,150,2.054
60,5,25,20,12,175,2.054
60,5,25,20,12,200,2.054
60,5,25,20,15,125,2.346
60,5,25,20,15,150,2.346
60,5,25,20,15,175,2.346
60,5,25,20,15,200,2.346
60,5,35,5,6,125,1.633
60,5,35,5,6,150,1.633
60,5,35,5,6,175,1.633
60,5,35,5,6,200,1.633
60,5,35,5,9,125,2.01
60,5,35,5,9,150,2.010
60,5,35,5,9,175,2.01
60,5,35,5,9,200,2.010
60,5,35,5,12,125,2.352
60,5,35,5,12,150,2.352
60,5,35,5,12,175,2.352
60,5,35,5,12,200,2.352
60,5,35,5,15,125,2.638
60,5,35,5,15,150,2.638
60,5,35,5,15,175,2.638
60,5,35,5,15,200,2.638
60,5,35,10,6,125,1.642
60,5,35,10,6,150,1.642
60,5,35,10,6,175,1.642
60,5,35,10,6,200,1.642
60,5,35,10,9,125,2.021
60,5,35,10,9,150,2.021
60,5,35,10,9,175,2.021
60,5,35,10,9,200,2.021
60,5,35,10,12,125,2.378
60,5,35,10,12,150,2.378
60,5,35,10,12,175,2.378
60,5,35,10,12,200,2.378
60,5,35,10,15,125,2.659
60,5,35,10,15,150,2.659
60,5,35,10,15,175,2.659
60,5,35,10,15,200,2.659
60,5,35,15,6,125,1.63
60,5,35,15,6,150,1.63
60,5,35,15,6,175,1.63
60,5,35,15,6,200,1.63
60,5,35,15,9,125,2.012
60,5,35,15,9,150,2.012
60,5,35,15,9,175,2.012
60,5,35,15,9,200,2.012
60,5,35,15,12,125,2.386
60,5,35,15,12,150,2.386
60,5,35,15,12,175,2.386
60,5,35,15,12,200,2.386
60,5,35,15,15,125,2.654
60,5,35,15,15,150,2.654
60,5,35,15,15,175,2.654
60,5,35,15,15,200,2.654
60,5,35,20,6,125,1.606
60,5,35,20,6,150,1.606
60,5,35,20,6,175,1.606
60,5,35,20,6,200,1.606
60,5,35,20,9,125,1.983
60,5,35,20,9,150,1.983
60,5,35,20,9,175,1.983
60,5,35,20,9,200,1.983
60,5,35,20,12,125,2.361
60,5,35,20,12,150,2.361
60,5,35,20,12,175,2.361
60,5,35,20,12,200,2.361
60,5,35,20,15,125,2.626
60,5,35,20,15,150,2.626
60,5,35,20,15,175,2.626
60,5,35,20,15,200,2.626
60,5,45,5,6,125,1.82
60,5,45,5,6,150,1.820
60,5,45,5,6,175,1.820
60,5,45,5,6,200,1.820
60,5,45,5,9,125,2.138
60,5,45,5,9,150,2.138
60,5,45,5,9,175,2.138
60,5,45,5,9,200,2.138
60,5,45,5,12,125,2.470
60,5,45,5,12,150,2.470
60,5,45,5,12,175,2.470
60,5,45,5,12,200,2.470
60,5,45,5,15,125,2.823
60,5,45,5,15,150,2.823
60,5,45,5,15,175,2.823
60,5,45,5,15,200,2.823
60,5,45,10,6,125,1.827
60,5,45,10,6,150,1.827
60,5,45,10,6,175,1.827
60,5,45,10,6,200,1.827
60,5,45,10,9,125,2.146
60,5,45,10,9,150,2.146
60,5,45,10,9,175,2.146
60,5,45,10,9,200,2.146
60,5,45,10,12,125,2.489
60,5,45,10,12,150,2.489
60,5,45,10,12,175,2.489
60,5,45,10,12,200,2.489
60,5,45,10,15,125,2.842
60,5,45,10,15,150,2.842
60,5,45,10,15,175,2.842
60,5,45,10,15,200,2.842
60,5,45,15,6,125,1.822
60,5,45,15,6,150,1.822
60,5,45,15,6,175,1.822
60,5,45,15,6,200,1.822
60,5,45,15,9,125,2.135
60,5,45,15,9,150,2.135
60,5,45,15,9,175,2.135
60,5,45,15,9,200,2.135
60,5,45,15,12,125,2.482
60,5,45,15,12,150,2.482
60,5,45,15,12,175,2.482
60,5,45,15,12,200,2.482
60,5,45,15,15,125,2.829
60,5,45,15,15,150,2.829
60,5,45,15,15,175,2.829
60,5,45,15,15,200,2.829
60,5,45,20,6,125,1.806
60,5,45,20,6,150,1.806
60,5,45,20,6,175,1.806
60,5,45,20,6,200,1.806
60,5,45,20,9,125,2.109
60,5,45,20,9,150,2.109
60,5,45,20,9,175,2.109
60,5,45,20,9,200,2.109
60,5,45,20,12,125,2.429
60,5,45,20,12,150,2.429
60,5,45,20,12,175,2.429
60,5,45,20,12,200,2.429
60,5,45,20,15,125,2.787
60,5,45,20,15,150,2.787
60,5,45,20,15,175,2.787
60,5,45,20,15,200,2.787
60,10,5,5,6,125,0.667
60,10,5,5,6,150,0.666
60,10,5,5,6,175,0.668
60,10,5,5,6,200,0.671
60,10,5,5,9,125,0.787
60,10,5,5,9,150,0.801
60,10,5,5,9,175,0.842
60,10,5,5,9,200,0.866
60,10,5,5,12,125,0.941
60,10,5,5,12,150,1.004
60,10,5,5,12,175,1.079
60,10,5,5,12,200,1.164
60,10,5,5,15,125,1.137
60,10,5,5,15,150,1.291
60,10,5,5,15,175,1.487
60,10,5,5,15,200,1.487
60,10,5,10,6,125,0.679
60,10,5,10,6,150,0.683
60,10,5,10,6,175,0.686
60,10,5,10,6,200,0.687
60,10,5,10,9,125,0.792
60,10,5,10,9,150,0.813
60,10,5,10,9,175,0.832
60,10,5,10,9,200,0.852
60,10,5,10,12,125,0.952
60,10,5,10,12,150,1.021
60,10,5,10,12,175,1.098
60,10,5,10,12,200,1.188
60,10,5,10,15,125,1.147
60,10,5,10,15,150,1.291
60,10,5,10,15,175,1.487
60,10,5,10,15,200,1.487
60,10,5,15,6,125,0.691
60,10,5,15,6,150,0.695
60,10,5,15,6,175,0.698
60,10,5,15,6,200,0.701
60,10,5,15,9,125,0.802
60,10,5,15,9,150,0.823
60,10,5,15,9,175,0.844
60,10,5,15,9,200,0.866
60,10,5,15,12,125,0.919
60,10,5,15,12,150,0.973
60,10,5,15,12,175,1.033
60,10,5,15,12,200,1.100
60,10,5,15,15,125,1.069
60,10,5,15,15,150,1.181
60,10,5,15,15,175,1.483
60,10,5,15,15,200,1.729
60,10,5,20,6,125,0.702
60,10,5,20,6,150,0.707
60,10,5,20,6,175,0.711
60,10,5,20,6,200,0.714
60,10,5,20,9,125,0.809
60,10,5,20,9,150,0.831
60,10,5,20,9,175,0.853
60,10,5,20,9,200,0.876
60,10,5,20,12,125,0.922
60,10,5,20,12,150,0.975
60,10,5,20,12,175,1.035
60,10,5,20,12,200,1.101
60,10,5,20,15,125,1.064
60,10,5,20,15,150,1.171
60,10,5,20,15,175,1.298
60,10,5,20,15,200,1.677
60,10,15,5,6,125,1.035
60,10,15,5,6,150,1.050
60,10,15,5,6,175,1.061
60,10,15,5,6,200,1.072
60,10,15,5,9,125,1.305
60,10,15,5,9,150,1.339
60,10,15,5,9,175,1.375
60,10,15,5,9,200,1.409
60,10,15,5,12,125,1.534
60,10,15,5,12,150,1.624
60,10,15,5,12,175,1.724
60,10,15,5,12,200,1.837
60,10,15,5,15,125,1.818
60,10,15,5,15,150,2.021
60,10,15,5,15,175,2.268
60,10,15,5,15,200,2.395
60,10,15,10,6,125,1.079
60,10,15,10,6,150,1.099
60,10,15,10,6,175,1.111
60,10,15,10,6,200,1.117
60,10,15,10,9,125,1.330
60,10,15,10,9,150,1.369
60,10,15,10,9,175,1.407
60,10,15,10,9,200,1.445
60,10,15,10,12,125,1.556
60,10,15,10,12,150,1.653
60,10,15,10,12,175,1.760
60,10,15,10,12,200,1.881
60,10,15,10,15,125,1.843
60,10,15,10,15,150,2.051
60,10,15,10,15,175,2.305
60,10,15,10,15,200,2.437
60,10,15,15,6,125,1.117
60,10,15,15,6,150,1.134
60,10,15,15,6,175,1.144
60,10,15,15,6,200,1.150
60,10,15,15,9,125,1.352
60,10,15,15,9,150,1.394
60,10,15,15,9,175,1.434
60,10,15,15,9,200,1.475
60,10,15,15,12,125,1.573
60,10,15,15,12,150,1.675
60,10,15,15,12,175,1.787
60,10,15,15,12,200,1.912
60,10,15,15,15,125,1.856
60,10,15,15,15,150,2.065
60,10,15,15,15,175,2.318
60,10,15,15,15,200,2.438
60,10,15,20,6,125,1.144
60,10,15,20,6,150,1.161
60,10,15,20,6,175,1.170
60,10,15,20,6,200,1.179
60,10,15,20,9,125,1.368
60,10,15,20,9,150,1.411
60,10,15,20,9,175,1.453
60,10,15,20,9,200,1.497
60,10,15,20,12,125,1.583
60,10,15,20,12,150,1.685
60,10,15,20,12,175,1.799
60,10,15,20,12,200,1.926
60,10,15,20,15,125,1.855
60,10,15,20,15,150,2.060
60,10,15,20,15,175,2.305
60,10,15,20,15,200,2.401
60,10,25,5,6,125,1.465
60,10,25,5,6,150,1.489
60,10,25,5,6,175,1.511
60,10,25,5,6,200,1.528
60,10,25,5,9,125,1.87
60,10,25,5,9,150,1.933
60,10,25,5,9,175,1.986
60,10,25,5,9,200,2.037
60,10,25,5,12,125,2.224
60,10,25,5,12,150,2.359
60,10,25,5,12,175,2.4
60,10,25,5,12,200,2.4
60,10,25,5,15,125,2.649
60,10,25,5,15,150,2.685
60,10,25,5,15,175,2.685
60,10,25,5,15,200,2.685
60,10,25,10,6,125,1.531
60,10,25,10,6,150,1.561
60,10,25,10,6,175,1.575
60,10,25,10,6,200,1.585
60,10,25,10,9,125,1.916
60,10,25,10,9,150,1.98
60,10,25,10,9,175,2.037
60,10,25,10,9,200,2.095
60,10,25,10,12,125,2.262
60,10,25,10,12,150,2.406
60,10,25,10,12,175,2.427
60,10,25,10,12,200,2.427
60,10,25,10,15,125,2.691
60,10,25,10,15,150,2.73
60,10,25,10,15,175,2.73
60,10,25,10,15,200,2.73
60,10,25,15,6,125,1.583
60,10,25,15,6,150,1.61
60,10,25,15,6,175,1.623
60,10,25,15,6,200,1.636
60,10,25,15,9,125,1.950
60,10,25,15,9,150,2.019
60,10,25,15,9,175,2.081
60,10,25,15,9,200,2.142
60,10,25,15,12,125,2.292
60,10,25,15,12,150,2.435
60,10,25,15,12,175,2.435
60,10,25,15,12,200,2.435
60,10,25,15,15,125,2.712
60,10,25,15,15,150,2.740
60,10,25,15,15,175,2.740
60,10,25,15,15,200,2.740
60,10,25,20,6,125,1.614
60,10,25,20,6,150,1.648
60,10,25,20,6,175,1.668
60,10,25,20,6,200,1.685
60,10,25,20,9,125,1.969
60,10,25,20,9,150,2.048
60,10,25,20,9,175,2.112
60,10,25,20,9,200,2.137
60,10,25,20,12,125,2.31
60,10,25,20,12,150,2.408
60,10,25,20,12,175,2.408
60,10,25,20,12,200,2.408
60,10,25,20,15,125,2.706
60,10,25,20,15,150,2.714
60,10,25,20,15,175,2.714
60,10,25,20,15,200,2.714
60,10,35,5,6,125,1.935
60,10,35,5,6,150,1.935
60,10,35,5,6,175,1.935
60,10,35,5,6,200,1.935
60,10,35,5,9,125,2.348
60,10,35,5,9,150,2.348
60,10,35,5,9,175,2.348
60,10,35,5,9,200,2.348
60,10,35,5,12,125,2.713
60,10,35,5,12,150,2.713
60,10,35,5,12,175,2.713
60,10,35,5,12,200,2.713
60,10,35,5,15,125,2.992
60,10,35,5,15,150,2.992
60,10,35,5,15,175,2.992
60,10,35,5,15,200,2.992
60,10,35,10,6,125,1.944
60,10,35,10,6,150,1.944
60,10,35,10,6,175,1.944
60,10,35,10,6,200,1.944
60,10,35,10,9,125,2.353
60,10,35,10,9,150,2.353
60,10,35,10,9,175,2.353
60,10,35,10,9,200,2.353
60,10,35,10,12,125,2.736
60,10,35,10,12,150,2.736
60,10,35,10,12,175,2.736
60,10,35,10,12,200,2.736
60,10,35,10,15,125,3.018
60,10,35,10,15,150,3.018
60,10,35,10,15,175,3.018
60,10,35,10,15,200,3.018
60,10,35,15,6,125,1.938
60,10,35,15,6,150,1.938
60,10,35,15,6,175,1.938
60,10,35,15,6,200,1.938
60,10,35,15,9,125,2.334
60,10,35,15,9,150,2.334
60,10,35,15,9,175,2.334
60,10,35,15,9,200,2.334
60,10,35,15,12,125,2.737
60,10,35,15,12,150,2.737
60,10,35,15,12,175,2.737
60,10,35,15,12,200,2.737
60,10,35,15,15,125,3.022
60,10,35,15,15,150,3.022
60,10,35,15,15,175,3.022
60,10,35,15,15,200,3.022
60,10,35,20,6,125,1.919
60,10,35,20,6,150,1.919
60,10,35,20,6,175,1.919
60,10,35,20,6,200,1.919
60,10,35,20,9,125,2.293
60,10,35,20,9,150,2.293
60,10,35,20,9,175,2.293
60,10,35,20,9,200,2.293
60,10,35,20,12,125,2.717
60,10,35,20,12,150,2.717
60,10,35,20,12,175,2.717
60,10,35,20,12,200,2.717
60,10,35,20,15,125,2.992
60,10,35,20,15,150,2.992
60,10,35,20,15,175,2.992
60,10,35,20,15,200,2.992
60,10,45,5,6,125,2.14
60,10,45,5,6,150,2.140
60,10,45,5,6,175,2.140
60,10,45,5,6,200,2.140
60,10,45,5,9,125,2.458
60,10,45,5,9,150,2.458
60,10,45,5,9,175,2.458
60,10,45,5,9,200,2.458
60,10,45,5,12,125,2.787
60,10,45,5,12,150,2.787
60,10,45,5,12,175,2.787
60,10,45,5,12,200,2.787
60,10,45,5,15,125,3.171
60,10,45,5,15,150,3.171
60,10,45,5,15,175,3.171
60,10,45,5,15,200,3.171
60,10,45,10,6,125,2.145
60,10,45,10,6,150,2.145
60,10,45,10,6,175,2.145
60,10,45,10,6,200,2.145
60,10,45,10,9,125,2.469
60,10,45,10,9,150,2.469
60,10,45,10,9,175,2.469
60,10,45,10,9,200,2.469
60,10,45,10,12,125,2.803
60,10,45,10,12,150,2.803
60,10,45,10,12,175,2.803
60,10,45,10,12,200,2.803
60,10,45,10,15,125,3.182
60,10,45,10,15,150,3.182
60,10,45,10,15,175,3.182
60,10,45,10,15,200,3.182
60,10,45,15,6,125,2.139
60,10,45,15,6,150,2.139
60,10,45,15,6,175,2.139
60,10,45,15,6,200,2.139
60,10,45,15,9,125,2.462
60,10,45,15,9,150,2.462
60,10,45,15,9,175,2.462
60,10,45,15,9,200,2.462
60,10,45,15,12,125,2.795
60,10,45,15,12,150,2.795
60,10,45,15,12,175,2.795
60,10,45,15,12,200,2.795
60,10,45,15,15,125,3.157
60,10,45,15,15,150,3.157
60,10,45,15,15,175,3.157
60,10,45,15,15,200,3.157
60,10,45,20,6,125,2.120
60,10,45,20,6,150,2.120
60,10,45,20,6,175,2.120
60,10,45,20,6,200,2.120
60,10,45,20,9,125,2.425
60,10,45,20,9,150,2.425
60,10,45,20,9,175,2.425
60,10,45,20,9,200,2.425
60,10,45,20,12,125,2.758
60,10,45,20,12,150,2.758
60,10,45,20,12,175,2.758
60,10,45,20,12,200,2.758
60,10,45,20,15,125,3.102
60,10,45,20,15,150,3.102
60,10,45,20,15,175,3.102
60,10,45,20,15,200,3.102
60,15,5,5,6,125,0.889
60,15,5,5,6,150,0.890
60,15,5,5,6,175,0.891
60,15,5,5,6,200,0.891
60,15,5,5,9,125,0.991
60,15,5,5,9,150,0.991
60,15,5,5,9,175,0.991
60,15,5,5,9,200,0.991
60,15,5,5,12,125,1.070
60,15,5,5,12,150,1.072
60,15,5,5,12,175,1.074
60,15,5,5,12,200,1.075
60,15,5,5,15,125,1.176
60,15,5,5,15,150,1.179
60,15,5,5,15,175,1.181
60,15,5,5,15,200,1.184
60,15,5,10,6,125,0.991
60,15,5,10,6,150,0.917
60,15,5,10,6,175,0.921
60,15,5,10,6,200,0.923
60,15,5,10,9,125,1.004
60,15,5,10,9,150,1.004
60,15,5,10,9,175,1.005
60,15,5,10,9,200,1.006
60,15,5,10,12,125,1.096
60,15,5,10,12,150,1.104
60,15,5,10,12,175,1.110
60,15,5,10,12,200,1.112
60,15,5,10,15,125,1.216
60,15,5,10,15,150,1.221
60,15,5,10,15,175,1.227
60,15,5,10,15,200,1.232
60,15,5,15,6,125,0.930
60,15,5,15,6,150,0.939
60,15,5,15,6,175,0.944
60,15,5,15,6,200,0.944
60,15,5,15,9,125,1.015
60,15,5,15,9,150,1.018
